Date,RBI_Repo,CPI,Inflation,Urban CPI,Urban Inflation,Total_Sales,Brent_Oil,Steel,Aluminium,USD_INR,NIFTY AUTO,NIFTY 50,FII,DII,Google Trends,TAMO
2018-01-01,0.8000000000000003,0.008278145695364447,0.5326460481099656,0.0016750418760467234,0.4439560439560438,0.7257059243646244,-0.18474415676636163,-1.0266290812669492,0.04520608627301207,-1.9098501881115681,-0.08999186445714594,-1.1424679040296233,0.5003750042399976,0.021093862242621806,-0.9473684210526315,398.27
2018-02-01,0.8000000000000003,0.0,0.4243986254295533,0.0,0.3538461538461537,0.7788701726270315,-0.38174445948706814,-0.9646127760484203,-0.023674408575064372,-1.8860173526400037,-0.10046768955659227,-1.10331373721588,-0.40294425439483617,0.7780622622819421,-0.8421052631578947,368.76
2018-03-01,0.8000000000000003,0.0016556291390728006,0.3969072164948454,0.0,0.2659340659340659,0.7626839932412424,-0.34506887121459606,-0.8901932097861854,-0.3011439753306478,-1.9025170079664708,-0.17678668868130307,-1.1945851933943659,-0.18380358571893401,0.8838854567589436,-0.9473684210526315,325.85
2018-04-01,0.8000000000000003,0.011589403973509604,0.44845360824742264,0.013400335008375563,0.3318681318681318,0.7538941244099151,-0.025991253244090348,-0.799235962132343,0.15604599494765464,-1.6568554731057485,0.006006233444399686,-1.0439746525581013,-0.14718256864713297,0.5399260474717763,-0.9473684210526315,339.35
2018-05-01,0.8000000000000003,0.023178807947020097,0.49828178694158076,0.023450586264656792,0.3978021978021976,0.7205288553660703,0.22916605373725013,-0.7317070964499448,0.2669352096314941,-1.4790258545871666,-0.13745121526017026,-1.0447449773893587,-0.7736293500805914,-0.596374965027562,-0.7894736842105263,281.63
2018-06-01,0.8999999999999999,0.0347682119205297,0.506872852233677,0.03685092127303147,0.4263736263736263,0.6297315658369188,0.09451425107974576,-0.6834721923910889,0.1139633160980958,-1.2901964658509402,-0.20230588952008555,-1.0500048516277867,-0.35475526733342466,0.9850023062905019,-0.6842105263157895,268.47
2018-07-01,0.8999999999999999,0.056291390728477,0.37800687285223367,0.058626465661641536,0.3098901098901099,0.6970439145051996,0.08613125947460949,-0.6586656703036772,-0.26909506935265953,-1.2901964658509402,-0.1421551106952799,-0.8954102870548636,0.12847381440242406,-0.7126483020408781,-0.6842105263157895,263.29
2018-08-01,1.0,0.0662251655629138,0.2955326460481099,0.06700167504187604,0.2373626373626373,0.6784399115090494,-0.003985900280607116,-0.6517749697238406,-0.34485375248370304,-0.8227062316010598,-0.13408804364472984,-0.8174148978900754,-0.39683111994984865,0.6072576315530787,-0.7368421052631579,266.68
2018-09-01,1.0,0.06291390728476776,0.29725085910652926,0.06867671691792276,0.3076923076923075,0.7812984479244691,0.3292380160235661,-0.6531531098398082,-0.406609529002827,-0.5477119761599536,-0.45654348434136377,-0.9979718165414623,-0.8554393202938225,0.24572202015924746,-0.8947368421052632,223.01
2018-10-01,1.0,0.0711920529801322,0.24226804123711332,0.08207705192629833,0.24835164835164825,0.8937795042416429,0.441360528742266,-0.661421950535612,-0.3982275074393535,-0.28188419590021696,-0.6314511324768108,-1.1288909288787157,-0.9476966448113107,1.1644604414466868,-0.47368421052631576,178.55
2018-11-01,1.0,0.07284768211920545,0.061855670103092786,0.08375209380234505,0.0461538461538461,0.9999999999999999,-0.4116088670803663,-0.6255903075204621,-0.6234327044462169,-1.0720343565343295,-0.5292720705252661,-1.0108988301159967,0.4082257211450882,1.186561509901926,-0.7368421052631579,171.42
2018-12-01,1.0,0.0612582781456954,0.024054982817869386,0.06700167504187604,0.0,0.8015851725399341,-0.7987982918426054,-0.6379935685641676,-0.6681286017832111,-1.0867007168245215,-0.537145982449254,-1.0143171465547007,0.09986796333124362,1.413790861040326,-0.8421052631578947,172.17
2019-01-01,1.0,0.05298013245033095,0.0,0.06700167504187604,0.0,0.7482955040326092,-0.691391211901795,-0.7124131348264023,-0.8324655304364956,-0.8318727067824295,-0.7682844965469151,-1.0219241042633649,-0.2732819843440441,1.0206537766452168,-0.8421052631578947,180.64
2019-02-01,0.8999999999999999,0.0579470198675498,0.1030927835051546,0.07705192629815727,0.11428571428571421,0.7484035047990663,-0.4529998881307274,-0.7771857202768662,-0.8096121951737303,-0.8538722472177189,-0.7372092453028949,-1.0311800385639394,0.06284995684624568,0.36053142982449504,-0.5789473684210527,176.9
2019-03-01,0.8999999999999999,0.0662251655629138,0.15292096219931267,0.09212730318257956,0.2615384615384614,0.7514379779469402,-0.3387816275107435,-0.7372196569138141,-0.7893474253938022,-1.1563659282029344,-0.7417086235451733,-0.8310400183429366,1.131487667574131,1.3873252323304122,-0.8947368421052632,173.71
2019-04-01,0.8000000000000003,0.0794701986754962,0.17525773195876293,0.11055276381909529,0.3054945054945054,0.7654258191509746,-0.07209770707234049,-0.8006141022483103,-0.8529275242532112,-1.07276767454884,-0.7382431933333173,-0.8011297495042794,0.3770168255671232,0.7115019622373286,-0.5789473684210527,213.64
2019-05-01,0.8000000000000003,0.0927152317880795,0.18556701030927836,0.12562814070351758,0.3516483516483515,0.7886773390004703,-0.06738227429445182,-0.8584959871189372,-1.0111012017568826,-1.0848674217882492,-0.7780331494051853,-0.7590868645733219,-0.0076332521347603904,0.6261979477795336,-0.631578947368421,172.07
2019-06-01,0.7000000000000002,0.10761589403973515,0.20790378006872856,0.1356783919597988,0.312087912087912,0.6913791001097427,-0.4393775267723808,-0.9591002155845509,-1.0734979563955658,-1.200365009073513,-0.8342640153673996,-0.791332180556727,0.34795117030217665,0.8071018624241003,-0.9473684210526315,162.05
2019-07-01,0.7000000000000002,0.129139072847682,0.20274914089347074,0.15577889447236215,0.2879120879120878,0.682345358579964,-0.4550956360320115,-1.0362760620787204,-0.9723220255235168,-1.215031369363705,-1.0788665779930915,-0.9528235596344994,-0.39176322345353154,1.5186582682404894,-0.7894736842105263,135.18
2019-08-01,0.56,0.14238410596026485,0.22508591065292094,0.17085427135678355,0.34725274725274724,0.7118469873012002,-0.7107768799886729,-1.0238728010350144,-1.1111430944174028,-0.7400246254651018,-1.0430419830488882,-0.9756323964350045,-0.18407997075343818,1.4306381241162371,-0.7368421052631579,116.34
2019-09-01,0.56,0.1556291390728477,0.3470790378006873,0.1792294807370185,0.41098901098901097,0.7648823314229971,-0.5122047663420036,-1.0996705074132165,-1.0795132895175883,-0.8887048529069252,-0.9330912677697719,-0.8670165952277438,0.3702755433164444,0.6142506068190582,-0.6842105263157895,117.09
2019-10-01,0.45999999999999996,0.17880794701986735,0.4553264604810997,0.20100502512562812,0.48351648351648346,0.9654049157768215,-0.675673102642164,-1.1809807742552878,-1.147432317186325,-0.8267394806808638,-0.7157690262544611,-0.7700038117912942,0.8065945469232692,0.8854219755457591,-0.631578947368421,177.15
2019-11-01,0.45999999999999996,0.20198675496688745,0.6134020618556701,0.21775544388609713,0.6263736263736263,0.9773686135837093,-0.49229516127980444,-1.198896595762863,-1.0270516957320814,-0.6859424218950172,-0.7983712480255861,-0.7270100571467538,0.5323376771847922,0.45488517697944,-0.7894736842105263,161.0
2019-12-01,0.45999999999999996,0.23178807947019875,0.9243986254295532,0.2395309882747072,0.9999999999999999,0.8035675091887748,-0.2774810013981832,-1.1685775132115819,-1.0354583703001534,-0.7585409053314695,-0.7614899809184238,-0.6999523974488455,-0.042899982537491034,0.7627394194197222,-0.7894736842105263,184.58
2020-01-01,0.45999999999999996,0.2284768211920527,0.9656357388316151,0.23785594639866003,0.9846153846153846,0.8377410420332015,-0.46924193436567935,-1.1024267876451512,-1.0312427065138186,-0.7237082996422605,-0.7982462652966339,-0.7496263127394445,-0.3268328410748363,0.559383577699305,-0.5789473684210527,176.06
2020-02-01,0.45999999999999996,0.21026490066225145,0.7920962199312714,0.22948073701842553,0.8043956043956043,0.7854059609455293,-0.8878675776471802,-1.1437709911241707,-1.2407685925960663,-0.5414787730366207,-1.0669818566763658,-0.9326627144414407,0.06954098727246909,0.2660234258622124,-0.5789473684210527,128.55
2020-03-01,0.0,0.20198675496688745,0.6649484536082474,0.2227805695142382,0.5890109890109888,0.818342710819238,-2.126978524281409,-1.123098889384661,-1.4311144411007177,-0.028339492383517753,-1.5606977222362963,-1.559514545876961,-2.6016550438384356,0.10258682616618904,0.0,70.83
2020-04-01,0.0,0.2483443708609272,0.9020618556701031,0.28308207705192645,0.9714285714285714,0.4897381852387339,-2.8411046216439697,-1.2044091562267323,-1.803276198518957,-0.07527184531213327,-1.2948026474236598,-1.2556815815734503,-0.71155578392218,-1.0841894334086972,-0.10526315789473684,92.96
2020-05-01,0.0,0.24006622516556275,0.7388316151202748,0.2780569514237854,0.7736263736263734,0.24936680195794939,-2.2647739487908396,-1.2209468376183399,-1.787399663557554,0.018776190048726046,-1.2226762507519813,-1.3229887137045455,-0.5905443654513681,-0.10280762512571173,0.0,86.73
2020-06-01,0.0,0.25496688741721885,0.7319587628865979,0.2814070351758797,0.7054945054945055,0.1033218945424774,-1.6942065826662407,-1.2209468376183399,-1.5354459565613692,0.009609714867356355,-1.1089760536042994,-1.1492323189541003,0.003731197965806146,0.6624452728606319,0.6842105263157895,97.95
2020-07-01,0.0,0.28973509933774855,0.8178694158075602,0.31658291457286447,0.832967032967033,0.05893706342432109,-1.5385973009958955,-1.2567784806334898,-1.3499567499626124,-0.1047878953961456,-0.981584566603219,-0.9635479256446575,-0.04641509765813942,0.2198764433219657,0.0,104.33
2020-08-01,0.0,0.30298013245033095,0.8109965635738833,0.3350083752093802,0.8549450549450549,0.028153361088369022,-1.4600067546977415,-1.2636691812133265,-1.1195744219900736,-0.4094815304248899,-0.8541930796021386,-0.8879477652520598,0.46713090977159283,0.0479617685089265,0.05263157894736842,142.76
2020-09-01,0.0,0.33112582781456945,0.9106529209621993,0.3551088777219431,0.9560439560439559,0.03330604281707805,-1.6606746162456953,-1.1975184556468959,-1.103525315996481,-0.3533827023149047,-0.8387974798084833,-0.9216374402940727,-0.16454708658766246,-0.19629027501569035,0.10526315789473684,132.89
2020-10-01,0.0,0.36423841059602635,0.9690721649484536,0.3802345058626466,0.9714285714285714,0.06781751354364451,-1.698398078468809,-1.1671993730956147,-0.9498631383343268,-0.17115317570926497,-0.8728155062160142,-0.8265865779122311,0.23671373168792104,0.013710707993376009,0.0,132.24
2020-11-01,0.0,0.3725165562913908,0.852233676975945,0.3835845896147405,0.8395604395604396,0.06543452889020504,-1.5674138346385524,-1.1162081888048243,-0.6313956249315171,-0.27455101575512225,-0.6153056363094421,-0.5072508263796696,1.6846069867624132,-0.7342563536412924,0.3684210526315789,179.79
2020-12-01,0.0,0.3460264900662251,0.4501718213058419,0.3685092127303182,0.5010989010989012,0.02451965788144303,-1.1849398426542024,-0.8460927260752317,-0.4356754214244024,-0.44944736221566467,-0.5467014801809618,-0.26344301728677616,1.3253793070524664,-0.4671380069113099,0.3157894736842105,183.28
2021-01-01,0.0,0.32947019867549665,0.35910652920962194,0.3651591289782248,0.48791208791208784,0.021676798996638047,-0.9344979684507513,-0.569086562765802,-0.4620294833401483,-0.478596753292423,-0.40589139291692433,-0.3470112251526904,0.4139870928188886,-0.5102603461704235,2.0,261.89
2021-02-01,0.0,0.33443708609271505,0.5257731958762887,0.37688442211055273,0.6703296703296703,0.03175222533837338,-0.54102129998466,-0.43540697151697305,-0.27809341603109383,-0.2873840810090393,-0.3248230500920306,-0.131669325839847,0.6378388700374752,-0.7722277253926365,2.210526315789474,321.96
2021-03-01,0.0,0.3377483443708611,0.6099656357388316,0.3835845896147405,0.7934065934065931,0.028303168603132034,-0.3770290267091787,0.0014634452446641026,-0.002250947579009009,-0.430931082349297,-0.39468839557630103,-0.09277995818684817,1.0516752073829978,0.05823950637821652,1.1578947368421053,300.87
2021-04-01,0.0,0.35430463576158955,0.3883161512027492,0.40201005025125625,0.3956043956043954,0.02361384500148067,-0.40846524522844,0.4025022189911517,0.3155509346996419,-0.26355124553747755,-0.44504507327776277,-0.107127258169013,0.16091890486198962,0.21188533577321222,0.47368421052631576,292.95
2021-05-01,0.0,0.39735099337748325,0.7439862542955326,0.42713567839195976,0.6593406593406593,0.030275053564896265,-0.21356069040901798,0.5582320520954579,0.5969403291863796,-0.5456953516200529,-0.25166270538992946,0.12197216117706379,0.22777644470854563,-0.3995069831451753,0.7894736842105263,317.77
2021-06-01,0.0,0.41225165562913935,0.7371134020618556,0.44221105527638205,0.7604395604395603,0.007445085094152287,0.02902212916461736,0.8655572979561674,0.6292850712195491,-0.20671909941298186,-0.22700702158754416,0.15536092808186683,-0.421577630902862,-0.06615802248822278,0.6842105263157895,338.55
2021-07-01,0.0,0.43211920529801295,0.6219931271477663,0.46566164154103884,0.6395604395604396,0.020966084275436808,0.13433346120414408,1.2503477997354009,0.7549907416670579,-0.21093567799641144,-0.352410146991658,0.16536311456272143,-0.7920365933785684,0.34880791246682347,1.3157894736842106,293.05
2021-08-01,0.0,0.4387417218543046,0.5721649484536082,0.4723618090452262,0.5296703296703297,0.011733760691204909,-0.09724668188775001,1.4213887695281038,1.0147101451117548,-0.4657636880385034,-0.3556028876130727,0.49495381541139405,1.0960425431945837,0.4112940180117507,0.5263157894736842,286.42
2021-09-01,0.0,0.443708609271523,0.40893470790377995,0.47403685092127334,0.36483516483516476,0.035232637134844175,0.09870574688231389,1.5651425650246535,1.58559977259812,-0.2426516821239527,-0.2274387801057425,0.6119348628330882,-0.48169137590751654,-0.09405430747011276,0.5263157894736842,332.33
2021-10-01,0.0,0.48178807947019875,0.43127147766323026,0.5125628140703515,0.46813186813186813,0.06276934868570036,0.5728687095478441,1.7331240637599086,1.8317107175044711,-0.10497122489977127,-0.06859709367378543,0.624813731105669,-0.9631113919629745,-0.4533305103329376,2.4076906372019082,482.21
2021-11-01,0.0,0.5016556291390724,0.5051546391752577,0.5293132328308205,0.5780219780219779,0.06761196369780689,0.4424084026929078,1.949119964135465,1.097199098498177,-0.07288856176497606,-0.22627984934636805,0.45908556545598217,0.12185313653043807,0.44530613170809163,1.8421052631578947,457.19
2021-12-01,0.0,0.49337748344370835,0.634020618556701,0.5226130653266332,0.6571428571428571,0.034953925479471154,0.08193976367204137,1.9453576416188747,1.2428490496658353,-0.18710284252484974,-0.15052895353507628,0.5483589916033945,-0.4602690231422214,0.28349376545403676,0.9473684210526315,480.92
2022-01-01,0.0,0.4850993377483439,0.6941580756013744,0.5192629815745393,0.6593406593406593,0.02939014405908688,0.728477991218189,1.8095419331902962,2.008201577424793,-0.1757364132999511,0.023674246491731107,0.5449406751646907,-0.9345834312196997,-0.16004294993459206,0.7894736842105263,516.16
2022-02-01,0.0,0.49172185430463555,0.7044673539518901,0.5276381909547738,0.6241758241758241,0.04323514553974253,1.2848990590091194,1.414001938506519,2.5994052807002825,0.000993228196866295,-0.1769684817415974,0.41351603715692553,0.5726145144857164,0.4504238281397687,0.9473684210526315,452.65
2022-03-01,0.0,0.5182119205298008,0.8556701030927835,0.5443886097152428,0.7054945054945055,0.040507255212778925,2.339060253355026,1.4545606021194366,3.0428169579811053,0.07579166567684743,-0.23797141553653117,0.5750074162346973,-0.5450111873124194,-0.01437915415850642,0.9473684210526315,432.42
2022-04-01,0.0,0.5579470198675494,0.9999999999999999,0.5896147403685092,0.9186813186813186,0.04388663403417703,1.6752321056232848,1.5650323138153757,2.596003166065696,0.1892726284222106,-0.11844247839317004,0.4878162743967765,-0.4874828986759901,0.0,0.3684210526315789,436.25
2022-05-01,0.16000000000000014,0.584437086092715,0.8711340206185566,0.6164154103852599,0.9164835164835164,0.04370547145818454,2.1342008960045047,1.8278436339303423,1.5751468986483768,0.38158527772735884,-0.002890264443742034,0.3631199423370225,0.07672448557835448,-0.23211415003742997,0.47368421052631576,442.19
2022-06-01,0.3600000000000001,0.5993377483443707,0.8659793814432989,0.6264656616415412,0.868131868131868,0.006215269914818744,2.6251298418803066,1.656940478149236,0.9172075119248758,0.6347633222368041,0.02314022937711715,0.1695036105307289,-0.7857777286426605,-0.2643628967008703,0.15789473684210525,410.53
2022-07-01,0.3600000000000001,0.6125827814569536,0.8144329896907215,0.6415410385259634,0.7868131868131868,0.011200724650303973,2.0603257824842403,1.3911799381861,0.5350366346396651,0.7055285106369813,0.21448878740291064,0.5012247409908468,0.5780316611619981,-0.12625465984105502,-0.05263157894736842,448.22
2022-08-01,0.56,0.6274834437086092,0.8642611683848797,0.6549413735343386,0.8373626373626372,0.0,1.458846134815701,1.1304633910474042,0.5901854059264031,0.7339445836992291,0.3676835268994826,0.6459134096868218,2.2100626765880516,-0.3034019675304544,0.05263157894736842,469.65
2022-09-01,0.7600000000000002,0.6440397350993377,0.9347079037800686,0.6716917922948076,0.9582417582417581,0.033922692354590916,0.8987575081975229,0.8404062408397642,0.08225955218448669,1.103903522019331,0.2499611582927937,0.48584231701667985,0.4194620290932938,-0.5650729317111163,0.05263157894736842,403.36
2022-10-01,0.7600000000000002,0.6672185430463573,0.824742268041237,0.6917922948073705,0.789010989010989,0.06508613932098872,1.0858030083871293,0.6170235094426229,0.15814150033852287,1.3350820260934868,0.4050192766573802,0.7067931440071152,2.1751979607809635,-0.812095548481251,-0.2631578947368421,411.48
2022-11-01,0.7600000000000002,0.6639072847682117,0.6718213058419243,0.6867671691792294,0.6087912087912087,0.07160799205671783,0.9857310461008132,0.49310115021484285,0.39278879810659345,1.0764040964752193,0.3709785261173129,0.886411229270407,2.6248362104596654,-0.6563082716432131,-0.15789473684210525,438.05
2022-12-01,0.8999999999999999,0.6506622516556289,0.6443298969072164,0.6716917922948076,0.545054945054945,0.03895692162976641,0.4355972220137347,0.42149298978918104,0.5184451625449065,1.325365562401235,0.23005481819059168,0.7292047820665031,0.42314800041709005,-0.20992839157031917,-0.2631578947368421,386.76
2023-01-01,1.0,0.6639072847682117,0.781786941580756,0.6850921273031827,0.679120879120879,0.03745884648213632,0.5183792641144569,0.43328986918186113,0.7652956975892118,1.1460693078536346,0.39189609011740095,0.6225268292628743,1.6955719348585598,-0.32816472207309055,0.0,450.71
2023-02-01,1.0,0.6688741721854305,0.7680412371134021,0.6968174204355111,0.7010989010989009,0.04785479122755065,0.5230946968923463,0.5584525545140121,0.5541673662080636,1.3112491906219252,0.2573465013672409,0.5362985934640249,0.9684431105376818,-0.5142528753015191,-0.3157894736842105,419.41
2023-03-01,1.0,0.6754966887417213,0.634020618556701,0.7085427135678395,0.6549450549450547,0.04009963941679587,0.3051369151587992,0.6705918157502722,0.258922983136997,1.2232510288807703,0.14645273458784885,0.5497311327090716,1.062949204199545,0.2554825440274638,-0.631578947368421,419.51
2023-04-01,1.0,0.6903973509933774,0.4690721649484536,0.7269681742043552,0.4263736263736263,0.03932273067744352,0.6305017768331568,0.7680814475537999,0.37432369766235307,1.142586047284713,0.36129804565665274,0.7195035037228583,0.0971217011247614,-0.7033414746648318,-0.47368421052631576,483.46
2023-05-01,1.0,0.7069536423841059,0.402061855670103,0.7403685092127303,0.312087912087912,0.04455554200707232,0.15005157046377476,0.8809924672550014,0.19033832434410172,1.3185823707670226,0.5907549739465936,0.8325005274078944,-0.32694339508863796,-0.5700424206220178,-0.15789473684210525,524.68
2023-06-01,1.0,0.73841059602649,0.49828178694158076,0.7688442211055277,0.4505494505494504,0.02072917936836971,0.11704354101855027,0.7814769694810019,-0.01637711921392234,1.210601293130479,0.8063274572565736,0.9900921370274267,0.6332508784647062,-0.4831081234356923,0.15789473684210525,593.72
2023-07-01,1.0,0.826158940397351,0.9398625429553266,0.8492462311557789,0.9428571428571427,0.03190900064452071,0.3931583270127314,0.593512439064221,-0.07805893671925047,1.2379173891709625,0.9336734959925803,1.1260424334188284,3.6826597285647704,-0.36790248550061627,0.42105263157894735,642.32
2023-08-01,1.0,0.8245033112582778,0.8350515463917526,0.845896147403685,0.8087912087912087,0.0206734370372951,0.7096162601066321,0.5408812680354292,-0.13515529536926613,1.3226156198468237,0.925083773893685,1.005679178534896,0.8322305151691414,-0.9305950229494808,0.10526315789473684,599.15
2023-09-01,1.0,0.7897350993377481,0.5240549828178693,0.8073701842546064,0.3824175824175825,0.05492709948264149,1.1062365504246494,0.4357153957859634,-0.01657434325070978,1.3827476970366128,1.04191990133144,1.09823852154064,-7.060725560967398,-0.1321043199467663,-0.10526315789473684,628.26
2023-10-01,1.0,0.8096026490066226,0.49828178694158076,0.8274706867671693,0.3758241758241757,0.08886024352430888,0.9427682141244886,0.3415195188595981,0.00201402221652332,1.424180164856406,0.980973777867848,0.9637446205333337,-7.126467510311046,-0.5856768017421945,-0.10526315789473684,626.72
2023-11-01,1.0,0.826158940397351,0.6151202749140893,0.8408710217755444,0.5164835164835163,0.07708815998049018,0.5414324910285819,0.3097396077853921,0.02679029183796854,1.4426964447227737,1.3526610517053734,1.2173620348992684,-7.330660773802719,-1.3397112977988157,0.0,704.23
2023-12-01,1.0,0.8162251655629134,0.6391752577319588,0.8308207705192632,0.5604395604395603,0.054282578779591334,0.2632219571331164,0.46042544806525737,-0.022096616280763728,1.412080417616997,1.5949798390111214,1.6021031791357585,-7.771118015153437,-0.49492842937836024,0.10526315789473684,777.55
2024-01-01,1.0,0.8129139072847682,0.5378006872852233,0.829145728643216,0.44175824175824163,0.052906439981186965,0.39368226398805267,0.6376404855774943,0.003517855497029237,1.3946641147723937,1.7333584440937255,1.6007310380300817,-9.519992997481008,-1.4470377399865404,0.3684210526315789,881.48
2024-02-01,1.0,0.8178807947019866,0.5360824742268041,0.8375209380234505,0.41098901098901097,0.05392722141899073,0.5697250876959178,0.725524480772729,-0.02941855864650363,1.3589148615650513,2.0026962249856815,1.6626218236913992,-8.967644106528843,-1.8300210968868857,0.21052631578947367,947.28
2024-03-01,1.0,0.8178807947019866,0.4948453608247422,0.8308207705192632,0.27032967032967015,0.05532426359154807,0.6708449239328756,0.4002558506021248,0.08571097282826914,1.441413138197381,2.2314600672332503,1.7454558157025222,-4.171650181974418,-1.1881464229812395,0.3157894736842105,989.75
2024-05-01,1.0,0.8493377483443707,0.486254295532646,0.8659966499162479,0.2857142857142856,0.04889647603950739,0.47908399096537985,0.3042132659203631,0.9199193424307054,1.4549795214658112,2.686056338631148,1.794515878393213,-6.249055579774143,-0.7436327478128048,0.15789473684210525,920.16
2024-06-01,1.0,0.8907284768211916,0.5343642611683849,0.9011725293132331,0.3252747252747251,0.027041998362569042,0.5052808397314312,0.2276300196760594,0.7549167826532631,1.4423297857155197,3.0792230024121774,2.1507670401986756,-0.1618083621548485,0.043736341845183636,-0.15789473684210525,989.75
2024-09-01,1.0,0.9569536423841054,0.604810996563574,0.9614740368509214,0.4703296703296701,0.05078823140035188,0.07408070904222566,-0.007963033148551873,0.637346603723243,1.5156615871664798,3.0792230024121774,2.5841349394082744,0.0,-1.2620263597661951,0.2631578947368421,974.65
2024-10-01,1.0,1.0,0.7285223367697594,1.0,0.5956043956043956,0.08248123051195846,0.15843456206891102,0.02950859660459921,0.9964422687043019,1.5717604152764677,2.7076669886736076,2.1976485279759674,-3.331108015040371,0.1416621927151466,0.42105263157894735,834.05
